title,url
CompletedKuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai2025EP12TV,https://otakudesu.fit/series/kuroiwa-medaka-ni-watashi-no-kawaii-ga-tsuujinai/
CompletedKono Kaisha ni Suki na Hito ga Imasu2025EP12TV,https://otakudesu.fit/series/kono-kaisha-ni-suki-na-hito-ga-imasu/
CompletedWatashi no Shiawase na Kekkon 2nd Season2023EP14TV,https://otakudesu.fit/series/watashi-no-shiawase-na-kekkon-2nd-season/
Mahoutsukai no Yakusoku2025EP11TV,https://otakudesu.fit/series/mahoutsukai-no-yakusoku/
CompletedZenshuu.2025EP12TV,https://otakudesu.fit/series/zenshuu/
CompletedKisaki Kyouiku kara Nigetai Watashi2025EP12TV,https://otakudesu.fit/series/kisaki-kyouiku-kara-nigetai-watashi/
Completed0-saiji Start Dash Monogatari Season 22024EP12TV,https://otakudesu.fit/series/0-saiji-start-dash-monogatari-season-2/
CompletedOkinawa de Suki ni Natta Ko ga Hougen Sugite Tsura Sugiru2025EP12TV,https://otakudesu.fit/series/okinawa-de-suki-ni-natta-ko-ga-hougen-sugite-tsura-sugiru/
Yami Shibai 142013EP9TV,https://otakudesu.fit/series/yami-shibai-14/
CompletedMedalist2025EP13TV,https://otakudesu.fit/series/medalist/
CompletedAo no Exorcist: Yosuga-hen2011EP12TV,https://otakudesu.fit/series/ao-no-exorcist-yosuga-hen/
CompletedOre dake Level Up na Ken: Season 2 – Arise from the Shadow2024EP13TV,https://otakudesu.fit/series/ore-dake-level-up-na-ken-season-2-arise-from-the-shadow/
NEET Kunoichi to Naze ka Dousei Hajimemashita2025EP13TV,https://otakudesu.fit/series/neet-kunoichi-to-naze-ka-dousei-hajimemashita/
CompletedTasokare Hotel2025EP13TV,https://otakudesu.fit/series/tasokare-hotel/
CompletedSorairo Utility (TV)2025EP13TV,https://otakudesu.fit/series/sorairo-utility-tv/
Class no Daikirai na Joshi to Kekkon Suru Koto ni Natta.2025EP13TV,https://otakudesu.fit/series/class-no-daikirai-na-joshi-to-kekkon-suru-koto-ni-natta/
BanG Dream! Ave Mujica2025EP13TV,https://otakudesu.fit/series/bang-dream-ave-mujica/
CompletedMomentary Lily2025EP13TV,https://otakudesu.fit/series/momentary-lily/
CompletedGrisaia: Phantom Trigger THE ANIMATION (TV)2019EP13TV,https://otakudesu.fit/series/grisaia-phantom-trigger-the-animation-tv/
CompletedAmeku Takao no Suiri Karte2025EP12TV,https://otakudesu.fit/series/ameku-takao-no-suiri-karte/
CompletedSalaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi-EP13TV,https://otakudesu.fit/series/4994/
CompletedIzure Saikyou no Renkinjutsushi?2025EP13TV,https://otakudesu.fit/series/4992/
CompletedHazure Skill “Kinomi Master”: Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite2024EP12TV,https://otakudesu.fit/series/hazure-skill-kinomi-master-skill-no-mi-tabetara-shinu-wo-mugen-ni-taberareru-you-ni-natta-ken-ni-tsuite/
Fate/strange Fake2024EP1TV,https://otakudesu.fit/series/fate-strange-fake/
"CompletedS-Rank Monster no “Behemoth” dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu2025EP12TV",https://otakudesu.fit/series/s-rank-monster-no-behemoth-dakedo-neko-to-machigawarete-elf-musume-no-pet-toshite-kurashitemasu/
CompletedOne Piece: Gyojin Tou-hen2024EP21TV,https://otakudesu.fit/series/one-piece-gyojin-tou-hen/
CompletedAo no Miburo2024EP24TV,https://otakudesu.fit/series/ao-no-miburo/
CompletedArifureta Shokugyou de Sekai Saikyou Season 32019EP16TV,https://otakudesu.fit/series/arifureta-shokugyou-de-sekai-saikyou-season-3/
Bananya: Around the World2016EP1TV,https://otakudesu.fit/series/bananya-around-the-world/
Shangri-La Frontier Season 22023EP25TV,https://otakudesu.fit/series/shangri-la-frontier-season-2/
CompletedMaou 20992024EP12TV,https://otakudesu.fit/series/maou-2099/
CompletedDragon Ball Daima2024EP21TV,https://otakudesu.fit/series/dragon-ball-daima/
Houkago Shounen Hanako-kun Part 22023EP5TV,https://otakudesu.fit/series/houkago-shounen-hanako-kun-part-2/
CompletedYarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu2024EP13TV,https://otakudesu.fit/series/yarinaoshi-reijou-wa-ryuutei-heika-wo-kouryakuchuu/
CompletedYoukai Gakkou no Sensei Hajimemashita2024EP24TV,https://otakudesu.fit/series/youkai-gakkou-no-sensei-hajimemashita/
CompletedOoi! Tonbo 2nd Season2024EP13TV,https://otakudesu.fit/series/ooi-tonbo-2nd-season/
CompletedNanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season2023EP13TV,https://otakudesu.fit/series/nanatsu-no-taizai-mokushiroku-no-yonkishi-2nd-season/
CompletedHoshifuru Oukoku no Nina2024EP13TV,https://otakudesu.fit/series/hoshifuru-oukoku-no-nina/
CompletedSeirei Gensouki 22021EP13TV,https://otakudesu.fit/series/seirei-gensouki-2/
CompletedNatsume Yuujinchou Shichi2008EP13TV,https://otakudesu.fit/series/natsume-yuujinchou-shichi/
CompletedRaise wa Tanin ga Ii2024EP13TV,https://otakudesu.fit/series/3969/
The iDOLM@STER Shiny Colors 2nd Season2024EP13TV,https://otakudesu.fit/series/the-idolmster-shiny-colors-2nd-season-2/
CompletedKamonohashi Ron no Kindan Suiri 2nd Season2023EP13TV,https://otakudesu.fit/series/kamonohashi-ron-no-kindan-suiri-2nd-season/
CompletedHaigakura2024EP13TV,https://otakudesu.fit/series/haigakura/
Neko ni Tensei Shita Oji-san2024EP13TV,https://otakudesu.fit/series/neko-ni-tensei-shita-oji-san/
Puniru wa Kawaii Slime2024EP13TV,https://otakudesu.fit/series/puniru-wa-kawaii-slime/
CompletedLove Live! Superstar!! 3rd Season2021EP12TV,https://otakudesu.fit/series/love-live-superstar-3rd-season/
CompletedMF Ghost 2nd Season2023EP13TV,https://otakudesu.fit/series/mf-ghost-2nd-season/
CompletedKami no Tou: Koubou-sen2020EP14TV,https://otakudesu.fit/series/kami-no-tou-koubou-sen/
"CompletedTsuma, Shougakusei ni Naru.2024EP13TV",https://otakudesu.fit/series/tsuma-shougakusei-ni-naru/
"CompletedParty kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki2024EP13TV",https://otakudesu.fit/series/party-kara-tsuihou-sareta-sono-chiyushi-jitsu-wa-saikyou-ni-tsuki/
CompletedRanma ½ (2024)2024EP13TV,https://otakudesu.fit/series/ranma-%c2%bd-2024/
CompletedChi.: Chikyuu no Undou ni Tsuite2024EP25TV,https://otakudesu.fit/series/3883/
CompletedBlue Lock vs. U-20 Japan2022EP14TV,https://otakudesu.fit/series/blue-lock-vs-u-20-japan/
Elf-san wa Yaserarenai. Specials2024EP3TV,https://otakudesu.fit/series/elf-san-wa-yaserarenai-specials/
CompletedKimi wa Meido-sama.2024EP13TV,https://otakudesu.fit/series/kimi-wa-meido-sama/
CompletedAo no Exorcist: Yuki no Hate-hen2011EP13TV,https://otakudesu.fit/series/ao-no-exorcist-yuki-no-hate-hen/
CompletedBleach: Sennen Kessen-hen – Soukoku-tan2004EP14TV,https://otakudesu.fit/series/bleach-sennen-kessen-hen-soukoku-tan/
CompletedHamidashi Creative2024EP12TV,https://otakudesu.fit/series/hamidashi-creative/
CompletedKabushikigaisha Magi-Lumière2024EP13TV,https://otakudesu.fit/series/kabushikigaisha-magi-lumiere/
The iDOLM@STER: Shiny Colors 2nd season2024EP1TV,https://otakudesu.fit/series/the-idolmster-shiny-colors-2nd-season/
CompletedTouhai: Ura Rate Mahjong Touhai Roku2024EP25TV,https://otakudesu.fit/series/touhai-ura-rate-mahjong-touhai-roku/
Mahoutsukai ni Narenakatta Onnanoko no Hanashi.2024EP13TV,https://otakudesu.fit/series/mahoutsukai-ni-narenakatta-onnanoko-no-hanashi/
Kabushiki Gaisha Magi Lumiere2024EP11TV,https://otakudesu.fit/series/kabushiki-gaisha-magi-lumiere-2/
Hyakushou Kizoku 2nd Season2023EP11TV,https://otakudesu.fit/series/hyakushou-kizoku-2nd-season/
CompletedRurouni Kenshin: Meiji Kenkaku Romantan – Kyoto Douran2023EP23TV,https://otakudesu.fit/series/rurouni-kenshin-meiji-kenkaku-romantan-kyoto-douran/
CompletedSword Art Online Alternative: Gun Gale Online II2018EP13TV,https://otakudesu.fit/series/sword-art-online-alternative-gun-gale-online-ii/
Kabushiki Gaisha Magi Lumiere2024EP1TV,https://otakudesu.fit/series/kabushiki-gaisha-magi-lumiere/
"Kekkon suru tte, Hontou desu ka2024EP13TV",https://otakudesu.fit/series/kekkon-suru-tte-hontou-desu-ka/
CompletedAo no Hako2024EP25TV,https://otakudesu.fit/series/ao-no-hako/
"Sayounara Ryuusei, Konnichiwa Jinsei2024EP13TV",https://otakudesu.fit/series/sayounara-ryuusei-konnichiwa-jinsei/
CompletedTrillion Game2024EP26TV,https://otakudesu.fit/series/trillion-game/
Mecha-ude (TV)2024EP13TV,https://otakudesu.fit/series/mecha-ude-tv/
Dandadan2024EP13TV,https://otakudesu.fit/series/dandadan/
CompletedDungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen2015EP16TV,https://otakudesu.fit/series/dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-v-houjou-no-megami-hen/
Acro Trip2024EP12TV,https://otakudesu.fit/series/acro-trip/
NegaPosi Angler2024EP13TV,https://otakudesu.fit/series/negaposi-angler/
Kinokoinu2024EP10TV,https://otakudesu.fit/series/kinokoinu/
CompletedShin Tennis no Oujisama: U-17 World Cup Semifinal2022EP14TV,https://otakudesu.fit/series/shin-tennis-no-oujisama-u-17-world-cup-semifinal/
Kankin Kuiki Level X2024EP6TV,https://otakudesu.fit/series/kankin-kuiki-level-x/
CompletedShi Cao Lao Long Bei Guan Yi E Long Zhi Ming 2nd Season2022EP12TV,https://otakudesu.fit/series/shi-cao-lao-long-bei-guan-yi-e-long-zhi-ming-2nd-season/
CompletedRekishi ni Nokoru Akujo ni Naru zo2024EP14TV,https://otakudesu.fit/series/3725/
Amagami-san Chi no Enmusubi2024EP24TV,https://otakudesu.fit/series/amagami-san-chi-no-enmusubi/
CompletedSaikyou no Shienshoku “Wajutsushi” de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru2024EP13TV,https://otakudesu.fit/series/saikyou-no-shienshoku-wajutsushi-de-aru-ore-wa-sekai-saikyou-clan-wo-shitagaeru/
Goukon ni Ittara Onna ga Inakatta Hanashi2022EP12TV,https://otakudesu.fit/series/goukon-ni-ittara-onna-ga-inakatta-hanashi/
CompletedNageki no Bourei wa Intai shitai2024EP14TV,https://otakudesu.fit/series/nageki-no-bourei-wa-intai-shitai/
"CompletedTensei Kizoku, Kantei Skill de Nariagaru 2nd Season2024EP13TV",https://otakudesu.fit/series/tensei-kizoku-kantei-skill-de-nariagaru-2nd-season/
Uzumaki2024EP5TV,https://otakudesu.fit/series/uzumaki/
Maou-sama Retry!2019EP13TV,https://otakudesu.fit/series/maou-sama-retry/
CompletedHitoribocchi no Isekai Kouryaku2024EP13TV,https://otakudesu.fit/series/hitoribocchi-no-isekai-kouryaku/
CompletedMurai no Koi2024EP12TV,https://otakudesu.fit/series/murai-no-koi/
KENGAN ASHURA2019EP16TV,https://otakudesu.fit/series/kengan-ashura/
Delico’s Nursery2024EP14TV,https://otakudesu.fit/series/delicos-nursery/
CompletedRe:Zero kara Hajimeru Isekai Seikatsu 3rd Season2016EP16TV,https://otakudesu.fit/series/rezero-kara-hajimeru-isekai-seikatsu-3rd-season/
Yeosin Gangnim-EP14TV,https://otakudesu.fit/series/yeosin-gangnim/
CompletedSengoku Youko: Senma Konton-hen2024EP23TV,https://otakudesu.fit/series/sengoku-youko-senma-konton-hen/
Naze Boku no Sekai wo Daremo Oboeteinai no ka?2024EP13TV,https://otakudesu.fit/series/naze-boku-no-sekai-wo-daremo-oboeteinai-no-ka/
Make Heroine ga Oosugiru!2024EP13TV,https://otakudesu.fit/series/make-heroine-ga-oosugiru/
"Bye Bye, Earth2024EP11TV",https://otakudesu.fit/series/bye-bye-earth/
0-saiji Start Dash Monogatari2024EP9TV,https://otakudesu.fit/series/0-saiji-start-dash-monogatari/
Koi wa Futago de Warikirenai2024EP13TV,https://otakudesu.fit/series/koi-wa-futago-de-warikirenai/
"CompletedKimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II2020EP12TV",https://otakudesu.fit/series/kimi-to-boku-no-saigo-no-senjou-aruiwa-sekai-ga-hajimaru-seisen-season-ii/
Isekai Shikkaku2024EP13TV,https://otakudesu.fit/series/isekai-shikkaku/
Katsute Mahou Shoujo to Aku wa Tekitai shiteita.2024EP13TV,https://otakudesu.fit/series/katsute-mahou-shoujo-to-aku-wa-tekitai-shiteita/
Egumi Legacy2024EP13TV,https://otakudesu.fit/series/egumi-legacy/
Aishang Ta de Liyou2023EP12TV,https://otakudesu.fit/series/aishang-ta-de-liyou/
Mayonaka Punch2024EP13TV,https://otakudesu.fit/series/mayonaka-punch/
Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu2024EP13TV,https://otakudesu.fit/series/isekai-yururi-kikou-kosodateshinagara-boukensha-shimasu/
VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta2024EP13TV,https://otakudesu.fit/series/vtuber-nandaga-haishin-kiri-wasuretara-densetsu-ni-natteta/
Kami no Tou: Ouji no Kikan2020EP16TV,https://otakudesu.fit/series/kami-no-tou-ouji-no-kikan/
Na Nare Hana Nare2024EP13TV,https://otakudesu.fit/series/na-nare-hana-nare/
Fairy Tail: 100-nen Quest2024EP26TV,https://otakudesu.fit/series/fairy-tail-100-nen-quest/
Tsue to Tsurugi no Wistoria2024EP13TV,https://otakudesu.fit/series/tsue-to-tsurugi-no-wistoria/
Monogatari Series: Off & Monster Season2024EP15TV,https://otakudesu.fit/series/monogatari-series-off-monster-season/
Nige Jouzu no Wakagimi2024EP13TV,https://otakudesu.fit/series/nige-jouzu-no-wakagimi/
Shoushimin Series2024EP11TV,https://otakudesu.fit/series/shoushimin-series/
Tensui no Sakuna-hime2024EP14TV,https://otakudesu.fit/series/tensui-no-sakuna-hime/
Elf-san wa Yaserarenai.2024EP12TV,https://otakudesu.fit/series/elf-san-wa-yaserarenai/
Mob kara Hajimaru Tansaku Eiyuutan2024EP13TV,https://otakudesu.fit/series/mob-kara-hajimaru-tansaku-eiyuutan/
Madougushi Dahliya wa Utsumukanai2024EP12TV,https://otakudesu.fit/series/madougushi-dahliya-wa-utsumukanai/
Dungeon no Naka no Hito2024EP14TV,https://otakudesu.fit/series/dungeon-no-naka-no-hito/
Kono Sekai wa Fukanzen Sugiru2024EP14TV,https://otakudesu.fit/series/kono-sekai-wa-fukanzen-sugiru/
NieR:Automata Ver1.1a Part 22023EP13TV,https://otakudesu.fit/series/nierautomata-ver1-1a-part-2/
2.5-jigen no Ririsa2024EP25TV,https://otakudesu.fit/series/2-5-jigen-no-ririsa/
Shikanoko Nokonoko Koshitantan2024EP13TV,https://otakudesu.fit/series/shikanoko-nokonoko-koshitantan/
Megami no Café Terrace 2nd Season2023EP13TV,https://otakudesu.fit/series/megami-no-cafe-terrace-2nd-season/
Senpai wa Otokonoko2024EP13TV,https://otakudesu.fit/series/senpai-wa-otokonoko/
Ramen Akaneko2024EP13TV,https://otakudesu.fit/series/ramen-akaneko/
Hazurewaku no “Joutai Ijou Skill” de Saikyou ni Natta Ore ga Subete wo Juurin suru made2024EP13TV,https://otakudesu.fit/series/hazurewaku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made/
Giji Harem2024EP13TV,https://otakudesu.fit/series/giji-harem/
Ore wa Subete wo “Parry” suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai2024EP13TV,https://otakudesu.fit/series/ore-wa-subete-wo-parry-suru-gyaku-kanchigai-no-sekai-saikyou-wa-boukensha-ni-naritai/
Tasogare Out Focus2024EP12TV,https://otakudesu.fit/series/tasogare-out-focus/
Gimai Seikatsu2024EP13TV,https://otakudesu.fit/series/gimai-seikatsu/
“Oshi no Ko” 2nd Season2023EP14TV,https://otakudesu.fit/series/oshi-no-ko-2nd-season/
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san2024EP13TV,https://otakudesu.fit/series/tokidoki-bosotto-russia-go-de-dereru-tonari-no-alya-san/
CompletedTasuuketsu2024EP25TV,https://otakudesu.fit/series/tasuuketsu/
Atri: My Dear Moments2024EP13TV,https://otakudesu.fit/series/atri-my-dear-moments/
Shy 2nd Season2023EP13TV,https://otakudesu.fit/series/shy-2nd-season/
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.2024EP13TV",https://otakudesu.fit/series/shinmai-ossan-boukensha-saikyou-party-ni-shinu-hodo-kitaerarete-muteki-ni-naru/
Boku no Tsuma wa Kanjou ga Nai2024EP13TV,https://otakudesu.fit/series/boku-no-tsuma-wa-kanjou-ga-nai/
Isekai Suicide Squad2024EP11TV,https://otakudesu.fit/series/isekai-suicide-squad/
Maougun Saikyou no Majutsushi wa Ningen datta2024EP13TV,https://otakudesu.fit/series/maougun-saikyou-no-majutsushi-wa-ningen-datta/
Code Geass: Dakkan No Rozé2024EP12TV,https://otakudesu.fit/series/code-geass-dakkan-no-roze/
CompletedKimetsu no Yaiba: Hashira Geiko-hen-EP8TV,https://otakudesu.fit/series/kimetsu-no-yaiba-hashira-geiko-hen/
CompletedShinigami Bocchan to Kuro Maid 3rd Season-S3 EP12TV,https://otakudesu.fit/series/shinigami-bocchan-to-kuro-maid-3rd-season/
CompletedKaijuu 8-gou2024EP12TV,https://otakudesu.fit/series/kaijuu-8-gou/
CompletedThe New Gate2024EP12TV,https://otakudesu.fit/series/the-new-gate/
Sasayaku You ni Koi wo Utau2024EP13TV,https://otakudesu.fit/series/sasayaku-you-ni-koi-wo-utau/
Maou Gakuin no Futekigousha II Part 22020EP12TV,https://otakudesu.fit/series/maou-gakuin-no-futekigousha-ii-part-2/
CompletedKenka Dokugaku2024EP12TV,https://otakudesu.fit/series/kenka-dokugaku/
CompletedKaii to Otome to Kamikakushi2024EP12TV,https://otakudesu.fit/series/kaii-to-otome-to-kamikakushi/
CompletedSeiyuu Radio no Uraomote2024EP12TV,https://otakudesu.fit/series/seiyuu-radio-no-uraomote/
Shinkalion: Change the World2024EP39TV,https://otakudesu.fit/series/shinkalion-change-the-world/
Rinkai!2024EP12TV,https://otakudesu.fit/series/rinkai/
"Tadaima, Okaeri2024EP8TV",https://otakudesu.fit/series/tadaima-okaeri/
CompletedMushoku Tensei II: Isekai Ittara Honki Dasu Part 22021EP13TV,https://otakudesu.fit/series/mushoku-tensei-ii-isekai-ittara-honki-dasu-part-2/
CompletedBlue Archive the Animation2024EP12TV,https://otakudesu.fit/series/blue-archive-the-animation/
Vampire Dormitory2024EP3TV,https://otakudesu.fit/series/vampire-dormitory/
"CompletedTensei Kizoku, Kantei Skill de Nariagaru2024EP12TV",https://otakudesu.fit/series/tensei-kizoku-kantei-skill-de-nariagaru/
CompletedJiisan Baasan Wakagaeru2024EP11TV,https://otakudesu.fit/series/jiisan-baasan-wakagaeru/
Shinigami Bocchan to Kuro Maid Season 32021EP2TV,https://otakudesu.fit/series/shinigami-bocchan-to-kuro-maid-season-3/
Yozakura-san Chi no Daisakusen2024EP28TV,https://otakudesu.fit/series/yozakura-san-chi-no-daisakusen/
CompletedHibike! Euphonium 32015EP15TV,https://otakudesu.fit/series/hibike-euphonium-3/
CompletedSentai Daishikkaku2024EP12TV,https://otakudesu.fit/series/sentai-daishikkaku/
The IDOLM@STER Shiny Colors2024EP12TV,https://otakudesu.fit/series/the-idolmster-shiny-colors/
Boku No Hero Academia Season 72016EP22TV,https://otakudesu.fit/series/boku-no-hero-academia-season-7/
CompletedOoi! Tonbo2024EP13TV,https://otakudesu.fit/series/ooi-tonbo/
Tonari no Youkai-san2024EP8TV,https://otakudesu.fit/series/tonari-no-youkai-san/
CompletedYoru no Kurage wa Oyogenai2024EP12TV,https://otakudesu.fit/series/yoru-no-kurage-wa-oyogenai/
The Fable2024EP26TV,https://otakudesu.fit/series/the-fable/
Karasu wa Aruji wo Erabanai2024EP20TV,https://otakudesu.fit/series/karasu-wa-aruji-wo-erabanai/
CompletedHighspeed Etoile2024EP12TV,https://otakudesu.fit/series/highspeed-etoile/
CompletedGirls Band Cry2024EP13TV,https://otakudesu.fit/series/girls-band-cry/
Mahouka Koukou no Rettousei 3rd Season2014EP13TV,https://otakudesu.fit/series/mahouka-koukou-no-rettousei-3rd-season/
Tensei shitara Slime Datta Ken 3rd Season2018EP25TV,https://otakudesu.fit/series/tensei-shitara-slime-datta-ken-3rd-season/
Nijiyon Animation 22023TV,https://otakudesu.fit/series/nijiyon-animation-2/
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life2024EP12TV,https://otakudesu.fit/series/lv2-kara-cheat-datta-motoyuusha-kouho-no-mattari-isekai-life/
CompletedUnnamed Memory2024EP12TV,https://otakudesu.fit/series/unnamed-memory/
CompletedHenjin no Salad Bowl2024EP12TV,https://otakudesu.fit/series/henjin-no-salad-bowl/
Wind Breaker2024EP13TV,https://otakudesu.fit/series/wind-breaker/
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?2024EP12TV",https://otakudesu.fit/series/maou-no-ore-ga-dorei-elf-wo-yome-ni-shitanda-ga-dou-medereba-ii/
CompletedAstro Note2024EP12TV,https://otakudesu.fit/series/astro-note/
CompletedBartender: Kami no Glass2024EP12TV,https://otakudesu.fit/series/bartender-kami-no-glass/
CompletedHananoi-kun to Koi no Yamai2024EP12TV,https://otakudesu.fit/series/hananoi-kun-to-koi-no-yamai/
CompletedTouken Ranbu Kai: Kyoden Moyuru Honnouji2024EP9TV,https://otakudesu.fit/series/touken-ranbu-kai-kyoden-moyuru-honnouji/
CompletedRe:Monster2024EP12TV,https://otakudesu.fit/series/remonster/
CompletedDekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita2024EP12TV,https://otakudesu.fit/series/dekisokonai-to-yobareta-motoeiyuu-wa-jikka-kara-tsuihou-sareta-node-sukikatte-ni-ikiru-koto-ni-shita/
Ookami to Koushinryou: Merchant Meets the Wise Wolf2024EP26TV,https://otakudesu.fit/series/ookami-to-koushinryou-merchant-meets-the-wise-wolf/
"CompletedTensei Shitara Dai Nana Ouji Dattanode, Kimamani Majutsu wo Kiwamemasu2024EP12TV",https://otakudesu.fit/series/tensei-shitara-dai-nana-ouji-dattanode-kimamani-majutsu-wo-kiwamemasu/
Kami wa Game ni Ueteiru.2024EP13TV,https://otakudesu.fit/series/kami-wa-game-ni-ueteiru/
CompletedShuumatsu Train Doko e Iku?2024EP12TV,https://otakudesu.fit/series/shuumatsu-train-doko-e-iku/
CompletedKono Subarashii Sekai Ni Shukufuku Wo! Season 32016EP11TV,https://otakudesu.fit/series/kono-subarashii-sekai-ni-shukufuku-wo-season-3/
"CompletedOne Room, Hiatari Futsuu, Tenshi-tsuki.2024EP12TV",https://otakudesu.fit/series/one-room-hiatari-futsuu-tenshi-tsuki/
CompletedNinja Kamui2024EP13TV,https://otakudesu.fit/series/ninja-kamui/
Himesama “Goumon” no Jikan desu2024EP11TV,https://otakudesu.fit/series/himesama-goumon-no-jikan-desu/
Hikari no Ou 2nd Season-EP6TV,https://otakudesu.fit/series/hikari-no-ou-2nd-season/
Yuuki Bakuhatsu Bang Bravern2024EP10TV,https://otakudesu.fit/series/yuuki-bakuhatsu-bang-bravern/
Bucchigiri?!2024EP12TV,https://otakudesu.fit/series/bucchigiri/
Snack Basue2024EP11TV,https://otakudesu.fit/series/snack-basue/
Saijaku Tamer Wa Gomi Hiroi No Tabi Wo Hajimemashita2024EP11TV,https://otakudesu.fit/series/saijaku-tamer-wa-gomi-hiroi-no-tabi-wo-hajimemashita/
Urusei Yatsura (2022) Season 22022EP11TV,https://otakudesu.fit/series/urusei-yatsura-2022-season-2/
Majo To Yajuu2024EP10TV,https://otakudesu.fit/series/majo-to-yajuu/
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii2024EP11TV,https://otakudesu.fit/series/30-sai-made-doutei-dato-mahoutsukai-ni-nareru-rashii/
Metallic Rouge2024EP11TV,https://otakudesu.fit/series/metallic-rouge/
Sengoku Youko2024EP11TV,https://otakudesu.fit/series/sengoku-youko/
Gekai Elise2024EP11TV,https://otakudesu.fit/series/gekai-elise/
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen2024EP11TV,https://otakudesu.fit/series/akuyaku-reijou-level-99-watashi-wa-ura-boss-desu-ga-maou-dewa-arimasen/
Shaman King: Flowers2024EP11TV,https://otakudesu.fit/series/shaman-king-flowers/
Dosanko Gal wa Namara Menkoi2024EP11TV,https://otakudesu.fit/series/dosanko-gal-wa-namara-menkoi/
Synduality: Noir Part 22023EP11TV,https://otakudesu.fit/series/synduality-noir-part-2/
Oroka na Tenshi wa Akuma to Odoru2024EP11TV,https://otakudesu.fit/series/oroka-na-tenshi-wa-akuma-to-odoru/
High Card Season 22023EP11TV,https://otakudesu.fit/series/high-card-season-2/
Kyuujitsu no Warumono-san2024EP11TV,https://otakudesu.fit/series/kyuujitsu-no-warumono-san/
Tsuki ga Michibiku Isekai Douchuu 2nd Season2021EP25TV,https://otakudesu.fit/series/tsuki-ga-michibiku-isekai-douchuu-2nd-season/
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru2024EP11TV",https://otakudesu.fit/series/loop-7-kaime-no-akuyaku-reijou-wa-moto-tekikoku-de-jiyuu-kimama-na-hanayome-seikatsu-wo-mankitsu-suru/
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd2021EP11TV",https://otakudesu.fit/series/shin-no-nakama-ja-nai-to-yuusha-no-party-wo-oidasareta-node-henkyou-de-slow-life-suru-koto-ni-shimashita-2nd/
"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru2024EP12TV",https://otakudesu.fit/series/saikyou-tank-no-meikyuu-kouryaku-tairyoku-9999-no-rare-skill-mochi-tank-yuusha-party-wo-tsuihou-sareru/
Ao no Exorcist: Shimane Illuminati-hen2011EP12TV,https://otakudesu.fit/series/ao-no-exorcist-shimane-illuminati-hen/
Ore dake Level Up na Ken2024EP12TV,https://otakudesu.fit/series/ore-dake-level-up-na-ken/
Kingdom 5th Season2012EP13TV,https://otakudesu.fit/series/kingdom-5th-season/
Mashle 2nd Season2023EP12TV,https://otakudesu.fit/series/mashle-2nd-season/
Yubisaki to Renren2024EP12TV,https://otakudesu.fit/series/yubisaki-to-renren/
Kekkon Yubiwa Monogatari2024EP12TV,https://otakudesu.fit/series/kekkon-yubiwa-monogatari/
Boku No Kokoro No Yabai Yatsu Season 22023EP12TV,https://otakudesu.fit/series/boku-no-kokoro-no-yabai-yatsu-season-2/
Nozomanu Fushi no Boukensha2024EP12TV,https://otakudesu.fit/series/nozomanu-fushi-no-boukensha/
Sasaki to Pii-chan2024EP12TV,https://otakudesu.fit/series/sasaki-to-pii-chan/
Chiyu Mahou no Machigatta Tsukaikata2024EP12TV,https://otakudesu.fit/series/chiyu-mahou-no-machigatta-tsukaikata/
Pon no Michi2024EP12TV,https://otakudesu.fit/series/pon-no-michi/
Momochi-san Chi no Ayakashi Ouji2024EP12TV,https://otakudesu.fit/series/momochi-san-chi-no-ayakashi-ouji/
