title,url,image_url,year
CompletedRuri no Houseki2025EP13TV,https://otakudesu.fit/series/ruri-no-houseki/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751817485-1268-6uOEjCO4Zl4up30zWGjsO2nXeWV.jpg?resize=200,300",2024
CompletedIsekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku2025EP13TV,https://otakudesu.fit/series/isekai-mokushiroku-mynoghra-hametsu-no-bunmei-de-hajimeru-sekai-seifuku/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751816999-5254-cPVLebbkrh3H0yXba4NW5fdrPUp.jpg?resize=200,300",2025
CompletedDekin no Mogura2025EP12TV,https://otakudesu.fit/series/dekin-no-mogura/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751816490-9443-xnEForFiNATvYS4MUwYyFuPyiok.jpg?resize=200,300",2025
CompletedJibaku Shounen Hanako-kun 2 Part 22020EP12TV,https://otakudesu.fit/series/jibaku-shounen-hanako-kun-2-part-2/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751815354-9837-qp2XSpNzopObSPkSAi7sujAsdh3.jpg?resize=200,300",-
CompletedAme to Kimi to2025EP12TV,https://otakudesu.fit/series/ame-to-kimi-to/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751734220-6316-vRU4UhPpQTPoXOChn64FWGrZwt0.jpg?resize=200,300",2008
CompletedBad Girl2025EP12TV,https://otakudesu.fit/series/bad-girl-2/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751732561-7679-ovE3txsuLdvpIPWpG4WodlkWXGi.jpg?resize=200,300",2025
CompletedHikaru ga Shinda Natsu2025EP12TV,https://otakudesu.fit/series/hikaru-ga-shinda-natsu/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751731480-8745-x0wiTO87UMiVCUe24nKaHlp7AIc.jpg?resize=200,300",2025
CompletedKaoru Hana wa Rin to Saku2025EP13TV,https://otakudesu.fit/series/kaoru-hana-wa-rin-to-saku/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751730951-3270-cRtyoypoIfrW8SWyVw0y554xWQ.jpg?resize=200,300",2022
"CompletedYuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru2025EP12TV",https://otakudesu.fit/series/yuusha-party-wo-tsuihou-sareta-shiromadoushi-s-rank-boukensha-ni-hirowareru-kono-shiromadoushi-ga-kikakugai-sugiru/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751729840-5953-6eHbGa0m8kSVWF8ImDJ7U53CNzY.jpg?resize=200,300",2025
CompletedSono Bisque Doll wa Koi wo Suru Season 22022EP12TV,https://otakudesu.fit/series/sono-bisque-doll-wa-koi-wo-suru-season-2/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751727409-9137-A6mxBwvvv63JXZm3xXKv4SugE0L.jpg?resize=200,300",2024
CompletedFermat no Ryouri2025EP12TV,https://otakudesu.fit/series/fermat-no-ryouri/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751726801-6120-22T1A22tDMYG0SMEAiQqmCZrIQw.jpg?resize=200,300",2024
CompletedSeishun Buta Yarou wa Santa Claus no Yume wo Minai2018EP13TV,https://otakudesu.fit/series/seishun-buta-yarou-wa-santa-claus-no-yume-wo-minai/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751726175-9245-r0td1J4kALobMwjPKLGe7RwJ07o.jpg?resize=200,300",2024
CompletedKizetsu Yuusha to Ansatsu Hime2025EP12TV,https://otakudesu.fit/series/kizetsu-yuusha-to-ansatsu-hime/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751719151-6645-3krI3hgGxyy5a7TU4X7WWRaljW8.jpg?resize=200,300",2025
Completed9-nine- Shihaisha no Oukan2025EP13TV,https://otakudesu.fit/series/9-nine-shihaisha-no-oukan/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751716577-1120-mM2XpYKaFIAcTkGng6byHv2I5OI.jpg?resize=200,300",2024
CompletedKaijuu 8-gou 2nd Season2024EP11TV,https://otakudesu.fit/series/kaijuu-8-gou-2nd-season/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751715707-8677-bJxGs0w5RAhaX4fIUQu511rvm0S.jpg?resize=200,300",2025
CompletedZutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru2025EP12TV,https://otakudesu.fit/series/zutaboro-reijou-wa-ane-no-moto-konyakusha-ni-dekiai-sareru/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751616970-8774-kwV4MylQoDhz14Qd54z3Hq4qppf.jpg?resize=200,300",2025
Watari-kun no xx ga Houkai Sunzen2025EP24TV,https://otakudesu.fit/series/watari-kun-no-xx-ga-houkai-sunzen/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751616616-2509-iYIgHx0MgAqZQAgWX9VRiQPr8mW.jpg?resize=200,300",2025
CompletedSilent Witch: Chinmoku no Majo no Kakushigoto2025EP13TV,https://otakudesu.fit/series/silent-witch-chinmoku-no-majo-no-kakushigoto/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751614503-9824-8uT0v1oPCEOVLZaZzbMslRyH8fr.jpg?resize=200,300",2023
CompletedYofukashi no Uta Season 22022EP12TV,https://otakudesu.fit/series/yofukashi-no-uta-season-2/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/148453.jpg?resize=200,300",2016
CompletedArknights: Rise from Ember2022EP10TV,https://otakudesu.fit/series/arknights-rise-from-ember/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751610431-2036-bOHwf20OzBVBrhX31MyUdxQR0d2.jpg?resize=200,300",2024
CompletedBusu ni Hanataba wo.2025EP13TV,https://otakudesu.fit/series/busu-ni-hanataba-wo/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751607669-5651-m1OK9bwr1ukQa46QxfzRWIFHQ8L.jpg?resize=200,300",2024
CompletedDandadan 2nd Season2024EP12TV,https://otakudesu.fit/series/dandadan-2nd-season/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751558601-2215-6qfZAOEUFIrbUH3JvePclx1nXzz.jpg?resize=200,300",2024
CompletedMizu Zokusei no Mahou Tsukai2025EP12TV,https://otakudesu.fit/series/mizu-zokusei-no-mahou-tsukai/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751558143-7960-9GWz3D9aBgtn6pMiu3DTZL3h5ua.jpg?resize=200,300",2024
CompletedKamitsubaki-shi Kensetsuchuu.2025EP12TV,https://otakudesu.fit/series/kamitsubaki-shi-kensetsuchuu/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751556094-7171-A6jjtjVaStC9whPdrRxXY5KfEJk.jpg?resize=200,300",2025
CompletedTsuihousha Shokudou e Youkoso!2025EP12TV,https://otakudesu.fit/series/tsuihousha-shokudou-e-youkoso/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751555892-4543-1IJigiaXgp8qvjwlRVFYhP71z8Q.jpg?resize=200,300",2024
CompletedTsuyokute New Saga2025EP12TV,https://otakudesu.fit/series/tsuyokute-new-saga/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751482475-3575-dmZ74VyWi3I8ZqJ1m3Fmcc1etgp.jpg?resize=200,300",2023
CompletedOnmyou Kaiten Re:Birth2025EP12TV,https://otakudesu.fit/series/onmyo-kaiten-reverse/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751481655-5164-mEStkWZB2cvPn9haL9JZrZIwlkD.jpg?resize=200,300",2019
CompletedJigoku Sensei Nube (2025)2025EP13TV,https://otakudesu.fit/series/jigoku-sensei-nube-2025/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751478722-8673-rsytua5oKGyqzX2sdCZcq5Cck2l.jpg?resize=200,300",2025
CompletedJidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season2023EP12TV,https://otakudesu.fit/series/jidou-hanbaiki-ni-umarekawatta-ore-wa-meikyuu-wo-samayou-2nd-season/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751469780-4503-bY6oLDoxDyP7JNLVGjeO3udND4g.jpg?resize=200,300",2025
CompletedClevatess: Majuu no Ou to Akago to Kabane no Yuusha2025EP12TV,https://otakudesu.fit/series/clevatess-majuu-no-ou-to-akago-to-kabane-no-yuusha/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751465134-8879-31I6eGFgYbbn5FMwzxOVlZfYETW.jpg?resize=200,300",2025
CompletedHitozuma no Kuchibiru wa Kan Chuuhai no Aji ga Shite2025EP8TV,https://otakudesu.fit/series/hitozuma-no-kuchibiru-wa-kan-chuuhai-no-aji-ga-shite/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751427705-5241-tzNTUNhp97URlfiRAar9AjCNEUV.jpg?resize=200,300",2024
"CompletedNecronomico and the Cosmic Horror Show2025Ssummer,2025 EP12TV",https://otakudesu.fit/series/necronomico-and-the-cosmic-horror-show/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/07/1751386368-4546-443pa7TaKbBM5VadgnAy4WHNZd7.jpg?resize=200,300",2025
"CompletedKanojo, Okarishimasu 4th Season2020EP12TV",https://otakudesu.fit/series/kanojo-okarishimasu-4th-season/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/07/150808.jpg?resize=200,300",2024
CompletedMattaku Saikin no Tantei to Kitara2025EP12TV,https://otakudesu.fit/series/mattaku-saikin-no-tantei-to-kitara/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/07/149460-1.jpg?resize=200,300",2025
CompletedKoujo Denka no Katei Kyoushi2025EP12TV,https://otakudesu.fit/series/koujo-denka-no-katei-kyoushi/,https://image.tmdb.org/t/p/w300/kRtR5jUcKHeTM0JzaF9SbwI5FD.jpg,2023
CompletedLord of Mysteries2025EP13TV,https://otakudesu.fit/series/lord-of-mysteries/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/06/1751124525-5875-b1MJm65GaWggFTTOVocC1UT14O5.jpg?resize=200,300",2025
CompletedTakopii no Genzai2025EP8TV,https://otakudesu.fit/series/takopii-no-genzai/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/06/1751041400-3563-s6vfArEHBen59M2lRlifVyeGX3T.jpg?resize=200,300",2023
CompletedSuki demo Kirai na Amanojaku-EP1TV,https://otakudesu.fit/series/suki-demo-kirai-na-amanojaku/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/05/142716.jpg?resize=200,300",2011
CompletedShirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu2025EP12TV,https://otakudesu.fit/series/shirobuta-kizoku-desu-ga-zense-no-kioku-ga-haeta-node-hiyoko-na-otouto-sodatemasu/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1745422782-9115-9XzYuXioQJr7Ry2KuHErLl8w6ff.jpg?resize=200,300",2025
CompletedLycoris Recoil: Friends are thieves of time.-EP6TV,https://otakudesu.fit/series/lycoris-recoil-friends-are-thieves-of-time/,https://image.tmdb.org/t/p/w300null,2024
CompletedSentai Daishikkaku 2nd Season2024EP12TV,https://otakudesu.fit/series/sentai-daishikkaku-2nd-season/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744567346-9506-31a3X9rZOjNWWprPhA1lmgaFWmN.jpg?resize=200,300",-
CompletedUma Musume Cinderella Gray2025EP13TV,https://otakudesu.fit/series/umamusume-cinderella-gray/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743936829-7786-ncq5uKIcifVITPIYT2G1KpUPMoW.jpg?resize=200,300",2025
CompletedHibi wa Sugiredo Meshi Umashi2025EP12TV,https://otakudesu.fit/series/hibi-wa-sugiredo-meshi-umashi/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744481708-6732-8vC10CZfhXbKtCAJGIEMXBixa9t.jpg?resize=200,300",2025
Completedmono2025EP12TV,https://otakudesu.fit/series/mono/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744479801-6449-2oBkd4ic7xjlDYpj3Vael2iVFwp.jpg?resize=200,300",2025
CompletedTeogonia2025EP12TV,https://otakudesu.fit/series/teogonia/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744391077-6575-zGHrnnFc0p5Pf25qUaAv95JpnJC.jpg?resize=200,300",2024
CompletedNinja to Koroshiya no Futarigurashi2025EP12TV,https://otakudesu.fit/series/ninja-to-koroshiya-no-futarigurashi/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744317080-9754-9D0Wnq426kYQpizGU3McFqxOXPe.jpg?resize=200,300",2024
CompletedUchuujin MuuMuu2025EP24TV,https://otakudesu.fit/series/uchuujin-muumuu/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744220350-5658-fwgja4DMCksRVOJ9yGTrpe93LvS.jpg?resize=200,300",2005
CompletedApocalypse Hotel2025EP12TV,https://otakudesu.fit/series/apocalypse-hotel/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744168763-9464-981mUCvLZ0Li4jRv1E9g1zuJ3mQ.jpg?resize=200,300",2012
CompletedKidou Senshi Gundam GQuuuuuuX2025EP12TV,https://otakudesu.fit/series/kidou-senshi-gundam-gquuuuuux/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744132739-8474-cbYoRnnHg36vgpERK6TD7zUciph.jpg?resize=200,300",2025
CompletedShiunji-ke no Kodomotachi2025EP12TV,https://otakudesu.fit/series/shiunji-ke-no-kodomotachi/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744123703-8721-iSSYooLNjjNvbGSqAxnL8LgtSMP.jpg?resize=200,300",2024
CompletedDevil May Cry 20252025EP8TV,https://otakudesu.fit/series/devil-may-cry-2025/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744104947-9659-d9aqYyDymdl0HhexUQMT6dKUM4r.jpg?resize=200,300",2019
Completed#Compass 2.0－Sentou Setsuri Kaiseki System2025EP12TV,https://otakudesu.fit/series/compass-2-0%ef%bc%8dsentou-setsuri-kaiseki-system/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744085677-8376-fjZLJVG2rWoelRJyhcNWhGjiQ6Y.jpg?resize=200,300",2019
CompletedChuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.2025EP12TV,https://otakudesu.fit/series/chuuzenji-sensei-mononoke-kougiroku-sensei-ga-nazo-wo-hodoite-shimau-kara/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/148195.jpg?resize=200,300",2019
CompletedSummer Pockets2025EP26TV,https://otakudesu.fit/series/summer-pockets/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744042640-8500-oM7STNLMwhyfkBC1uNrAknWvfPa.jpg?resize=200,300",2024
CompletedVigilante: Boku no Hero Academia Illegals2025EP14TV,https://otakudesu.fit/series/vigilante-boku-no-hero-academia-illegals/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744041681-8058-pjwnuOyEhfsUFBTHjWHlhiaxKW0.jpg?resize=200,300",2025
CompletedZatsu Tabi: That’s Journey2025EP12TV,https://otakudesu.fit/series/zatsu-tabi-thats-journey/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1744037547-5512-s1gecBhbVnlkwQ9bJP1f4h5RMuG.jpg?resize=200,300",2011
CompletedAharen-san wa Hakarenai Season 22022EP12TV,https://otakudesu.fit/series/aharen-san-wa-hakarenai-season-2/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/148355.jpg?resize=200,300",2025
CompletedKakushite! Makina San!!2025EP12TV,https://otakudesu.fit/series/kakushite-makina-san/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743960872-3800-xf2ziRzpob7sTjUNtW1qkbWNKQF.jpg?resize=200,300",2023
CompletedChotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita2025EP12TV,https://otakudesu.fit/series/chotto-dake-ai-ga-omoi-dark-elf-ga-isekai-kara-oikaketekita/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743959630-1978-br6b3hhZQYOyN6zKS3INNxuLjla.jpg?resize=200,300",2013
CompletedGorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru2025EP12TV,https://otakudesu.fit/series/gorilla-no-kami-kara-kago-sareta-reijou-wa-ouritsu-kishidan-de-kawaigarareru/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743954802-6040-qJ7OuLn37BbXOC47mXWvKTgOudW.jpg?resize=200,300",2024
CompletedMaebashi Witches2025EP12TV,https://otakudesu.fit/series/maebashi-witches/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743951709-2312-XPGyXnistruJRuXeOWhbm69teb.jpg?resize=200,300",2025
CompletedWitch Watch2025EP25TV,https://otakudesu.fit/series/witch-watch/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743937869-8518-48KKO5QHkowaCVsEpKLdvrzir3a.jpg?resize=200,300",2023
CompletedLazarus2025EP13TV,https://otakudesu.fit/series/lazarus/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743936430-8029-8ViqUWPWh6aPZGQA57FMRVmaXZ1.jpg?resize=200,300",2024
CompletedTu Bian Yingxiong X2025EP24TV,https://otakudesu.fit/series/to-be-hero-x/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743917156-8176-lIfjl7Jk6tFq35hbU9TZt5btro.jpg?resize=200,300",2024
CompletedShoushimin Series 2nd Season2024EP12TV,https://otakudesu.fit/series/shoushimin-series-2nd-season/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743880788-6015-qYSvfn7OyVNB78ylL0m0Jw3oOrl.jpg?resize=200,300",2023
CompletedKuroshitsuji: Midori no Majo-hen2008EP13TV,https://otakudesu.fit/series/kuroshitsuji-midori-no-majo-hen/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743871413-6636-iXGs130TRoUplHf0o86zp9MqAYc.jpg?resize=200,300",2025
"CompletedKatainaka no Ossan, Kensei ni Naru2025EP12TV",https://otakudesu.fit/series/katainaka-no-ossan-kensei-ni-naru/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743870429-6259-oBz0U8cgtMP5fmF1OHBekSJl6Vh.jpg?resize=200,300",2019
CompletedKowloon Generic Romance2025EP13TV,https://otakudesu.fit/series/kowloon-generic-romance/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743865540-9144-mgVWVE1bbwdhaYKeDW7WsumGvFd.jpg?resize=200,300",2024
CompletedGUILTY GEAR STRIVE: DUAL RULERS2025EP8TV,https://otakudesu.fit/series/guilty-gear-strive-dual-rulers/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743864968-6814-tpRogsdGkXhog9q80I0XrOuEA4K.jpg?resize=200,300",2025
CompletedAnne Shirley2025EP24TV,https://otakudesu.fit/series/anne-shirley/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743863557-4549-jRbV0vcG1YsOWZXxdo65OoE4ti9.jpg?resize=200,300",2024
CompletedSlime Taoshite 300-nen Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni2021EP12TV,https://otakudesu.fit/series/slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita-sono-ni/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743863010-7582-oN8fY2He8Fb87uL67I7ctf63mR4.jpg?resize=200,300",2015
CompletedShin Samurai-den YAIBA2025EP24TV,https://otakudesu.fit/series/shin-samurai-den-yaiba/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743862412-8567-cxD3FQP4hDU5hSABwdQCvGrrnz6.jpg?resize=200,300",2023
CompletedNazotoki wa Dinner no Ato de2025EP12TV,https://otakudesu.fit/series/nazotoki-wa-dinner-no-ato-de/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743824882-1934-yKK5JWPalJ9j8GiTj1s80l46dFZ.jpg?resize=200,300",2024
CompletedEnen no Shouboutai: San no Shou2019EP12TV,https://otakudesu.fit/series/enen-no-shouboutai-san-no-shou/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743794075-8347-xg9y6QLZMkQWryymXvESSDBSLm0.jpg?resize=200,300",2025
CompletedBye Bye Earth Season 22024EP11TV,https://otakudesu.fit/series/bye-bye-earth-season-2/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743778878-3235-iuo2jor1Hya3bT1imNxEScgoh5o.jpg?resize=200,300",2025
"CompletedDanjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)2025EP12TV",https://otakudesu.fit/series/danjo-no-yuujou-wa-seiritsu-suru-iya-shinai/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743776788-1503-qA1rPZelGQ2DRDSLh38dGMrZrX5.jpg?resize=200,300",2024
CompletedWIND BREAKER Season 22024EP12TV,https://otakudesu.fit/series/wind-breaker-season-2/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743701751-1072-3kTFL3PAeTyS8gGZAh0iYG6NNjt.jpg?resize=200,300",2024
CompletedRock wa Lady no Tashinami Deshite2025EP13TV,https://otakudesu.fit/series/rock-wa-lady-no-tashinami-deshite/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743701546-1704-q7C7JLiqGTQEx0U7FjpngrPgxeK.jpg?resize=200,300",2025
CompletedIsshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi Yami Healer Toshite Tanoshiku Ikiru2025EP12TV,https://otakudesu.fit/series/isshun-de-chiryou-shiteita-no-ni-yakutatazu-to-tsuihou-sareta-tensai-chiyushi-yami-healer-toshite-tanoshiku-ikiru/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743693755-9582-PEEsFbM6ybhSbHEofxV2l5LWOw.jpg?resize=200,300",2024
CompletedKanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru2025EP12TV,https://otakudesu.fit/series/kanpekisugite-kawaige-ga-nai-to-konyaku-haki-sareta-seijo-wa-ringoku-ni-urareru/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743615232-8266-9PwQYncRgFiPidLWeZYJqOrEKg8.jpg?resize=200,300",2025
"CompletedHaite Kudasai, Takamine-san2025EP12TV",https://otakudesu.fit/series/please-put-them-on-takamine-san/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743614164-6081-txWchtfmIyNz4yRQNxbipFgL9fu.jpg?resize=200,300",2023
CompletedYour Forma2025EP13TV,https://otakudesu.fit/series/your-forma/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743613177-8851-g0NFMpqPuon5iJRaNtalYBcyMJo.jpg?resize=200,300",2019
CompletedSaikyou no Ousama Nidome no Jinsei wa Nani wo Suru?2025EP12TV,https://otakudesu.fit/series/saikyou-no-ousama-nidome-no-jinsei-wa-nani-wo-suru/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743565923-5841-az0jQSgRLezKw5uHaEjPH20NexD.jpg?resize=200,300",2024
Ballpark de Tsukamaete!2025EP12TV,https://otakudesu.fit/series/ballpark-de-tsukamaete/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743529094-1736-A4rOZ7yIgBLMsjBGqjqZ2baurhJ.jpg?resize=200,300",2016
CompletedAru Majo ga Shinu Made2025EP12TV,https://otakudesu.fit/series/aru-majo-ga-shinu-made/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/04/1743528163-3709-kBID23YsUdVdDSS577lG4HJ7DLU.jpg?resize=200,300",2023
CompletedKijin Gentoushou2025EP24TV,https://otakudesu.fit/series/kijin-gentoushou/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/03/1743444164-3515-8BNGnDKMaDvpmkTd6z9pQL97Upe.jpg?resize=200,300",2025
"CompletedKanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi2025EP12TV",https://otakudesu.fit/series/kanchigai-no-atelier-meister-eiyuu-party-no-moto-zatsuyougakari-ga-jitsu-wa-sentou-igai-ga-sss-rank-datta-to-iu-yoku-aru-hanashi/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/03/1743399335-9563-uZ7uXnU2CeJ3vlmzth1Owd2hVm4.jpg?resize=200,300",2025
CompletedOre wa Seikan Kokka no Akutoku Ryoushu!2025EP12TV,https://otakudesu.fit/series/ore-wa-seikan-kokka-no-akutoku-ryoushu/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/03/1742921576-8971-iLxdkh4wgQ6bkF9cwiz20eLIcWY.jpg?resize=200,300",2025
SK∞ Extra Part-EP1TV,https://otakudesu.fit/series/sk%e2%88%9e-extra-part/,https://otakudesu.fit/wp-content/themes/otakudesu/assets/img/noimage.png,2024
CompletedSentai Red Isekai de Boukensha ni Naru2024EP12TV,https://otakudesu.fit/series/sentai-red-isekai-de-boukensha-ni-naru/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/01/1736673506-4555-tkhMzWi33pPpyxJDwAs3xiqLiGA.jpg?resize=200,300",2021
Kinnikuman: Kanpeki Choujin Shiso-hen Season 22024EP8TV,https://otakudesu.fit/series/kinnikuman-kanpeki-choujin-shiso-hen-season-2/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/01/1736673401-8333-tkhMzWi33pPpyxJDwAs3xiqLiGA.jpg?resize=200,300",2025
CompletedKimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo 2nd Season2023EP12TV,https://otakudesu.fit/series/kimi-no-koto-ga-dai-dai-dai-dai-daisuki-na-100-nin-no-kanojo-2nd-season/,"https://i3.wp.com/otakudesu.fit/wp-content/uploads/2025/01/1736673287-5412-ms7uowQ6gBjfaB2zzwugfr30IKZ.jpg?resize=200,300",2025
Mashin Souzouden Wataru2025EP12TV,https://otakudesu.fit/series/mashin-souzouden-wataru/,"https://i2.wp.com/otakudesu.fit/wp-content/uploads/2025/01/1736673163-8435-oeRcjRVXLDUe2gq8niQztrQh5zN.jpg?resize=200,300",2023
CompletedJibaku Shounen Hanako-kun 22020EP12TV,https://otakudesu.fit/series/jibaku-shounen-hanako-kun-2/,"https://i0.wp.com/otakudesu.fit/wp-content/uploads/2025/01/1736673035-6865-qp2XSpNzopObSPkSAi7sujAsdh3.jpg?resize=200,300",2023
"CompletedA-Rank Party wo Ridatsu Shita Ore wa, Moto Oshiegotachi to Meikyuu Shinbu wo Mezasu.2025EP24TV",https://otakudesu.fit/series/a-rank-party-wo-ridatsu-shita-ore-wa-moto-oshiegotachi-to-meikyuu-shinbu-wo-mezasu/,"https://i1.wp.com/otakudesu.fit/wp-content/uploads/2025/01/1736563854-1577-I0AU52dvJzQptvbmWfVnVBgm75.jpg?resize=200,300",-
